ID;leftContext;node;rightContext;truth
244;"ðonne , ðe mon ða earce big beran sceal , sticiað eallne weg inn on ðam hringum ða earce mid to beranne , ða beoð geworht of ðæm treowe sethim , ðæt næfre ne rotað . Sua sindon to seceanne stronge &amp; unaðrotene lareowas &amp; ðurhwuniende on ðære lare haligra";boca;", ða simle sculon bion bodiende ymbe ða anmodnesse ðære halgan gesomnunga , sua sua ða anbestungne saglas ða earce berað . Ðæt is ðonne ðæt mon ða earce bere on ðæm saglum , ðætte ða godan lareowas ða halgan gesomnunge lærende ða niwan &amp; ða ungeleaffullan mod mid hira";plural
245;"bið genog god ðæt he gecnawe oðerra monna weorc untælwierðe . Be ðæm se æðela lareow Sanctus Paulus , se sceolde læran ægðer ge wise ge unwise , ða he ongeat ða Ebreas sume wisran , sume medwisran , ða manode he , &amp; cuæð to ðæm gelæredum ðara aldena";boca;"mid liðelicum wordum : ðætte nu foraldod is , ðæt is forneah losad . &amp; eft he cuæð to ðæm medwisan ða he ongeat ðæt hie mon mid sumum bisnum manian sceolde : ða halgan menn geðafedon on ðisse worlde monig bismer &amp; monige swyngean &amp; monige bendas &amp; carcernu";plural
246;"for ðæm scyfe ðære styringe suiðe hrædlice towierpð ða godan weorc ðe he longe ær foreðonclice timbrede , &amp; ða geðyld ðe his modur &amp; hierde ealra mægena for ðæm unwrence ðære ungeðylde forlet , &amp; eac ðæt mægen ðære soðan lufan he forlet . Hit is awriten on Paules";bocum;"ðæt sio Godes lufu sie geðyld , &amp; se ðe geðyldig ne sie , ðæt he næbbe ða Godes lufe on him . Forðæm for ðæm unðeawe ðære ungeðylde wirð utadrifen sio fostermodur ælcre leornunga &amp; ælces cræftes , &amp; æghwelces lareowes lar wihxð ðurh his geðylde , æghwelc monn";plural
247;"on ðæs unnyttan monnes heortan , forðæm ðæt yfelwillende mod gefielt hit self twiefald oninnan him selfum , &amp; gehyt hine on ðæm ðiestran mid ðære ladunge , sua se iil hine selfne gehyt on him selfum . Gehieren ða unclænan &amp; ða lytegan hu hit awriten is on Salomonnes";bocum;"ðætte se libbe getreowlice se ðe bilwitlice libbe . Ðæt is se truwa micelre orsorgnesse , biliwitnes &amp; anfealdnes his weorca . Gehirað hwæt of ðæs wisan Salomonnes muðe wæs gecueden ; He cuæð ðæt ðæs Halgan Gæstes lar wille fleon leasunga . Gehirað eac ðætte ðæræfter awriten is ðætte";plural
248;"broce &amp; mid iermðum . Eac is to cyðanne ðæm mettrumum , gif hie willen geliefan ðætte Godes rice hiera sie , ðæt hie ðonne her on worulde ðoligen earfeðu ðæm timum ðe hie ðyrfen , sua sua mon sceal on elðiode . Be ðys ilcan is gecueden on kyninga";bocum;", sua sua hit geworden wæs , &amp; eac us to bisene . Hit is gecueden ðætte ða stanas on ðæm mæran temple Salomonnes wæron sua wel gefegede &amp; sua emne gesnidene &amp; gesmeðde , ær hie mon to ðæm stede brohte ðe hie on standan scoldon , ðætte hie";plural
249;"bið nyttre to sprecanne . Nis hit nan wundur , ðeah he swugie , &amp; bide his timan , ac ðonne he nytwyrðne timan ongiet to sprecenne , he forsihð ða swigean , &amp; spricð eall ðæt he nytwyrðes ongiet to sprecanne . &amp; eft hit is awriten on Salomonnes";bocum;, ðæm ðe Ecclesiastis hatton , ðætte hwilum sie spræce tiid , hwilum swigean . Forðæm is gesceadwislice to ðenceanne hwelcum tidum him gecopust sie to sprecanne , ðætte , ðonne ðonne he sprecan wille , he his tungan gehealde ðæt hio ne racige on unnytte spræca , ne eft;plural
250;"hiora freodom ; Ac gehieren hwæt awriten is on ðæm ærendgewrite Sancte Petres : Gif hwa ðenige , ðenige he suelce he hit of Godes mægene ðenige , næs of his selfes , ðylæs he to ungemetlice fægenige for his godum weorcum . Ac gehieren hwæt awriten is on Kristes";bocum;", hit is awriten : ðonne ge eall hæbben gedoon ðæt eow beboden is , ðonne cueðe ge ðæt ge sien unnytte ðeowas , forðæm ge ðæt an worhton ðæt ge niede scoldon . &amp; eft , ðylæs ða rummodnessa sio unrotnes gewemme , gehierað ðone cuide ðe Sanctus Paulus";plural
251;"ðu feorme gierwe on ælmessan laða ðærto wædlan &amp; wanhale &amp; healte &amp; blinde , ðonne bis ðu eadig , forðæm hie nyton mid hwam hie hit ðe forgielden . &amp; ðætte mon ðonne ðurhteon mæge , ðæt he ðæt ne forilde , ac gehieren hwæt awriten is on Salomonnes";bocum;", hit is awrieten ðæt mon ne scyle cweðan to his friend : Ga , &amp; cum to morgenne , ðonne selle ic ðe hwæthwugu , gif he hit him ðonne sellan mæge . Ond eft , ðylæs mon unnytlice mierre ðæt ðæt he hæbbe , gehieren menn ðisne cwide";plural
252;sellað ðæm ðe hie lytles hwæthwugu scoldon , hwæt to him gecweden is on ðæm godspelle , hit is gecweden : Sele ælcum ðara ðe ðe bidde . Eft gehieren ða ða ðe hwæthwugu sellað ðæm ðe hie nane wuht ne scoldon , hwæt to him gecueden is on Salomonnes;bocum;", hit is gecueden : Sele ðin good , &amp; na ðeah ðam synnfullum . Doo wel ðæm eaðmodum , &amp; ðam arleasum nanwuht . Ond eft hit is gecweden on Tobius bocum : Sete ðin win , &amp; lege ðinne hlaf ofer ryhtwisra monna byrgenne , &amp; ne et";plural
253;"hwæthwugu sellað ðæm ðe hie nane wuht ne scoldon , hwæt to him gecueden is on Salomonnes bocum , hit is gecueden : Sele ðin good , &amp; na ðeah ðam synnfullum . Doo wel ðæm eaðmodum , &amp; ðam arleasum nanwuht . Ond eft hit is gecweden on Tobius";bocum;": Sete ðin win , &amp; lege ðinne hlaf ofer ryhtwisra monna byrgenne , &amp; ne et his nanwuht , ne ne drinc mid ðæm synfullum . Se ðonne itt &amp; drincð mid ðæm synfullum , &amp; him selð his hlaf &amp; his win , se ðæm unryhtwisan fultumað ,";plural
254;"monn gadrige ðæt ðicke fenn on hine , &amp; hine mid ðy gehefegige , ðæt se gitsere him on geheapige ða byrðenne eorðlicra æhta mid unryhte , &amp; his worðig &amp; his land mid unryhte ryme . Ac hi scoldon gehiran ðone cwide ðe bi him gecweden is in Essaies";bocum;", hit is gecweden : Wa eow ðe gadriað hus to huse , &amp; spannað ðone æcer to ðæm oðrum oð ðæs landes mearce , swelce ge ane willen gebugean ealle ðas eorðan . Swelce he openlice cwæde : Hu feor wolde ge nu ryman eower land ? Wolde ge";plural
255;ðon , ær ðe ðu genoh hæbbe . Hwonne bið ðæt , ðæt ðe swa ðynce , oððe hwonne bið ðæt , ðæt ðu nyte hwæder ðu maran wilnige ? Ac ðu findst wið hwone ðu meaht flitan . Ac gehiere ge feohgietseras hwæt be eow gecweden is on Salomonnes;bocum;", hit is gecweden : Ne wyrð se gitsere næfre full feos , &amp; se ðe woruldwelan lufað ungesceadwislice , ne cymð him of ðæm nan wæsðm . Ac him meahte cuman , gif he hi to swiðe ne lufode , &amp; he hi wel wolde dælan . Ac forðæm";plural
256;"he hi her lufað &amp; hielt , he hi eac her forlæt butan ælcum wæsðme &amp; ælcum edleane . Ac ða ðe wilniað ðæt hi her beon gefylde mid eallum welum &amp; mid ðæm willan beoð onælede , hie sculon gehieran ðone cwide ðe be him gecweden is on Salomonnes";bocum;", hit is gecweden : Se ðe æfter ðæm higað ðæt he eadig sie on ðisse worulde , ne bið he unsceaðful , ac ða hwile ðe he giernð ðæt he his weolan iece , he agiemeleasað &amp; forgiet ðæt he forbuge his synna . Swa swa fleogende fugel ,";plural
257;"wilnað , &amp; he ne geliefð ðæs grines ðe he mid gebrogden wyrð , ærðon he hit gefrede . Ac ða ðe wilniað ðisses middangeardes gestreona , &amp; nyllað wietan ðone demm ðe him æfter cuman sceal , hie sculon gehieran ðone cwide ðe bi him gecweden is on Salomonnes";bocum;, hit is gecweden : ðæt ierfe ðæt ge ærest æfter hiegiað , æt siðesðan hit bið bedæled ælcre bledsunge . On ðys andweardan life we onginnað æresð libban to ðæm ðæt we æt ytemestan onfon sumne dæl bledsunge . Se ðonne ðe wilnað ðæt wolde on ðæm angienne his;plural
258;"swiðe oft hu micel hie sellað , &amp; suiðe seldon hie willað gemunan hu micel hie nimað , swelce hie ða metsceattas rimen ðe hie Gode sellen , &amp; ða scylda willen forgietan ðe hie wið hiene geworhton . Ac hie sceoldon gehieran ðone cwide ðe awriten is in Ageas";bocum;"ðæs witgan ; He cwæð : Se ðe medsceattas gaderað , he legeð hie on ðyrelne pohchan . An ðyrelne pohchan se legð ðæt he to metsceatte sellan ðencð , se ðe wat hwær he hiene leget , &amp; nat hwær he hiene forliesð . Swa bið ðæm ðe witan";plural
259;"Ða ungesibsuman sint to manigenne ðæt hie gewisslice wieten ðæt hie na on to ðæs manegum goodum cræftum ne beoð , ðæt hie æfre mægen gæsðlice beon , gif hie ðurh ungemodnesse agiemeleasiað ðæt hie anmode beon nyllað on ryhte &amp; on gode . Hit is awrieten on Sancte Paules";bocum;"ðætte ðæs gæstes wæsðm sie lufu &amp; gefea &amp; ryhtwislicu sibb . Se ðe ðonne ne giemð hwæðer he ða sibbe healde , ðonne forsencð he ðone wæsðm his gæstes . Eft cwæð Sanctus Paulus : ðonne betweoxn eow bið yfel anda &amp; geflitu , hu ne beoð ge ðonne";plural
260;"Gode beforan Gode we sprecað on Criste . Se ðonne spricð of Gode beforan Gode , se ðe ongiet ðæt he ða word ðære lare from Gode onfeng , &amp; ðurh ða wilnað Gode to liciganne , nalles mannum . Hie sculon gehieran ðone cuide ðe awriten is on Salomonnes";bocum;", hit is awriten ðætte God anscunige ælcne ofermodne man . Se ðonne ðe mid Godes wordum his agenne gielp secð , he wile reafian ðone ðe hie him sealde his anwaldes ; &amp; ne ondræt him no , ðeah ðe he do God behindan hine , ðeah ðe him";plural
261;ðin sio swiðre . Ne cwæð he no ðin sio winestre hond , ac ðin sio swiðre . Mid ðæm he gecyðde ðæt he ne mænde ðis andwearde lif , ac ðæs ecean lifes hælo he sohte . Be ðæm ilcan is eft awriten on Exodo , ðæt is Moyses;boc;, hit is awriten : ðin swiðre hand , Dryhten , gebræc ðine feond . Ða ðonne ðe Godes fiond bioð , ðeah hi on ðære winstran handa bion geðigene , hi beoð mid ðære swiðran tobrocene , ðæt is ðætte oft ðis andwearde lif upahefeð ða yfelan , ac;singular
262;"hit ne forlæt . Forðæm he forhogde ða forgifnesse ðe he mid ðære hreowsunga begiten hæfde , forðæm ðe forðæmðe he wealwode on ðæm gedrofum wætere ; &amp; ðæt ðæt he ær mid ðære hreowsunga geclænsode he beforan Godes eagum eft afylde . Be ðæm is eft awriten on Salomonnes";bocum;, hit is awriten : Ne eftga ðu ðin word on ðinum gebede . Ðæt is ðonne ðæt mon eftgige his word on his gebede , ðæt mon æfter his hreowsunga gewyrce ðæt he eft scyle hreowsian . Be ðæm is eac gecweden ðurh Essaias ðone witgan , he cwæð;plural
263;"ðæt he hit wyrce . Hwæt , ælc unryhtwis mon , swa he scamleaslicor his yfel cyð , swa he freolicor hit ðurhtiehð , &amp; hit him aliefedlicre ðyncð . Swa hit him ðonne aliefedlicre ðyncð , swa he ðær diopor on gedyfð . Be ðæm is awriten on Essaies";bocum;": Hi lærdon hira synna swa swa Sodome dydon , &amp; hi hi nanwuht ne hælon . Gif Sodome hira synne hælen , ðonne ne syngodon hi na butan ege , ac hi forleton eallinga ðone bridels ðæs eges , ða hi ne scrifon hwæðer hit wære ðe dæg ðe";plural
264;"hit ær gesihð , &amp; utan becierð ; Ðæt is ðæt hit ða gedonan unðeawas swincende gebete , &amp; ða ungedonan foreðoncelice becierre , swa se stiora deð : sume ða yða he becerð mid ðy scipe , sume hit oferstigð . Ymb ðæt is eft gecweden on ðæm Salomones";bocum;ðe we hatað Cantica Canticorum be ðæm strengestan cempum ðæs uplican eðles , hit is gecweden : Hæbbe eower ælc his sweord be his ðeo for nihtlecum ege . Ðonne mon hæfð his sweord be his ðio , ðonne mon temeð his unaliefde lustas mid ðæm wordum ðære halgan lare;plural
265;"on ðære hreon sæ , buton hit mon ær utaweorpe . Swiðe lytle bioð ða wunda on ðæm hreofan lice , &amp; ðeah , gif sio hreofl hit eal ofergæð , hio gedeð ðæt ilce ðæt sio micle wund gedeð on ðæm breostum . Be ðæm is awriten on Salomonnes";bocum;"ðætte se , se ðe nylle onscunian his lytlan scylda , ðæt he wille gelisian to maran . &amp; gif he agiemeleasað ðæt he ða lytlan hreowsige , &amp; hwilum forcierre , he wile afeallan on ða miclan , ðeah hit late sie . Ac hi sint to manienne ,";plural
266;"gehiran ðone cwide ðe awriten is on ðæm ærendgewrite Sancte Petres ; Hit is awriten ðæt him wære betere ðæt hi no soðfæstnesse weg ne ongeaten , ðonne hi underbæc gecerden , siððan hi hine ongeaten . Eac hi sculon gehiran ðone cwide ðe be him awriten is on ðæm";bocum;"ðe hatton Apocalipsin , hit is awriten ðæt se engel cwæde be ðæm biscepe to Sancte Iohanne : Eala , wære he auðer , oððe hat , oððe ceald . Ac forðon ðe forðonðe he is wlaco , &amp; nis nauðer , ne hat , ne ceald , ðeah ic";plural
267;"ryhte eowian sceal . He deð swelce he plantige treowu , &amp; ceorfe of ða wyrtruman . Be ðæm cwæð Crist on his godspelle : Doð eower godan weorc beforan mannum , ðæt hi mægen weorðian eowerne Fæder ðe on hefonum is . Ac swaðeah is awriten on ðæm ilcan";bocum;ungelic cwide ðissum , ðæt is ðæt he cwæð : Behealdað eow ðæt ge ne don eowre ryhtwisnesse beforan monnum , ðylæs hi eow herien . Ac hwæt wile ðæt nu beon weorca ðæt us on oðerre stowe forbiet ðæt we hit beforan mannum don , on oðerre lærð buton;plural
268;"lare &amp; swutole ðæm ðiestrum modum bodian , &amp; nane wuht ðære dieglan &amp; ðære diopan lare ðonne giet cyðan . Ac siððan hi gesion ðætte ða ðiestran mod ðæra dysegena monna auht nealæcen ðæm leohte ðære soðfæstnesse , ðonne sculon hi him eowian diogolran &amp; diopran lara of halgum";bocum;". Be ðæm weorcum ðæs lareowes &amp; be his wordum . Hit is nu ðearf ðæt we for lufum eft cierren betwuxn oðrum spræcum to ðæm ðe we ær spræcon . Ðæt is ðætte ælc lareow swiðor lære mid his weorcum ðonne mid his wordum . Hwæt , se kok";plural
269;"for ðæm scyfe ðære styringe swiðe hrædlice towyrpð þa godan weorc þe he longe ær foreðonclice timbrede . And ða geðylde þe is modur &amp; hierde ealra mægena for ðæm unwrence ðære ungeðylde forlett , &amp; eac ðæt mægen ðære soðan lufan he forlæt . Hit is awriten on Paules";bocum;"ðæt sio Godes lufu sie geðyld , &amp; se þe geðyldig ne sie , ðæt he næbbe ða Godes lufe on him . For ðæm unðeawe ðære ungeðylde wierð utadrifen sio fostermodur ælcre leornunga &amp; ælces cræftes , &amp; æghwelces lareowes lar wihst ðurh his geðylde , &amp; æghwelc monn";plural
270;sceoldon urra selfra waldan mid ðære geðylde . We magon eac ongietan hu micel sio scyld bið ðære ungeðylde , ðurh þa we forlætað ðone anwald ure selfra , ðone we sceoldon ðurh ða geðylde gehealdan . Gehieren ða ungeðyldegan ðone cwide þe eft be him gecweden is on Salomones;bocum;": Se dysega ungeðyldega all his ingeðonc he geypt , ac se wisa hit ieldcað , &amp; bitt timan . Sio ungeðyld geniet ðone monnan ðæt he geopenað all his ingeðonc , &amp; ealne ðone gast utadrifð . Forðæm hiene swæ hrædlice sio gedrefednes utadrifð ðy hiene ðærinne ne belycð";plural
271;"geleornie . &amp; ða sprece nænig mon uferran dogor on nænge oðre halfe oncærrende sie nymne suæ þis gewrit hafað . Þisses londes earan ðrie sulong æt Hægyðe ðorne . &amp; gif hiora oðrum oððe bæm suð for gelimpe biscop ðat lond gebycge suæ hie ðonne geweorðe . Heagyþe ðornes";boc;". Ic Badanoð Beotting cyðo &amp; writan hato hu min willa is ðet min ærfe lond fere ðe ic et Aeðeluulfe cyninge begæt &amp; gebohte mid fullum friodome on æce ærfe , æfter minum dege &amp; minra ærfewearda , ðet is mines wifes &amp; minra bearna . Ic wille ærist";
272;"Godes lufe ðæt se monn se higon londes unnen to brucanne ða ilcan wisan leste on swæsendum to minre tide &amp; ða godcundan lean minre saule mid gerece swę hit mine ærfenuman ær onstellen . Ðonne is min willa ðæt ðissa gewriota sien twa gelice , oðer habben higon mid";boecum;"oðer mine ærfeweardas heora dei . Ðonne is ðes londes ðe ic higum selle , XVI gioc ærðe londes &amp; medwe all on æce ærfe to brucanne ge minne dei ge æfter swæ to ationne swæ me mest red &amp; liofast sie . Ic Lufa mid Godes gefe ancilla Dei";plural
273;"wæran , &amp; Wihtbord &amp; Ælfric , wæs ða hrælðen , &amp; Byrhthelm &amp; Wulfhun ðes blaca æt Sumortune &amp; Strica &amp; Ubba &amp; ma monna ðonne ic nu genemnan mæge . Ða reahte heora ægðer his spell , ða ðuhte us eallan ðæt Helmstan moste gan forð mid ðon";bocon;"&amp; geagnigean him ðæt lond , ðæt he hit hæfde swa Æðeldryð hit Osulfe on æht gesealde wið gemedan feo , &amp; heo cwæð to Osulfe ðæt heo hit ahte him wel to syllanne forðon hit wæs hire morgengifu ða heo ærest to Aðulfe com . &amp; Helmstan ðis eal";singular
274;"Osulfe his hondsetene sealde , ða he ðæt lond æt Æðeldryðe bohte , ðæt hit swa stondan moste , &amp; Eadweard his &amp; Æðelnað his &amp; Deormod his &amp; ælces ðara monna ðe mon ða habban wolde . Ða we hie æt Weardoran nu semdan , ða bær mon ða";boc;"forð &amp; rædde hie , ða stod seo hondseten eal ðæron . Ða ðuhte us eallan ðe æt ðære some wæran , ðæt Helmstan wære aðe ðæs ðe near . Ða næs Æðelm na fullice geðafa ær we eodan in to cinge &amp; sædan eall hu we hit reahtan &amp;";singular
275;"geendodu spæc ða se dom wæs gefylled . &amp; leof , hwonne bið engu spæc geendedu gif mon ne mæg nowðer ne mid feo ne mid aða geendigan ? Oððe gif mon ælcne dom onwendan ðe Ælfred cing gesette , hwonne habbe we ðonne gemotað ? &amp; he me ða";boc;"ða ageaf swa he me on ðon wedde ær geseald hæfde , sona swa se að agifen was . &amp; ic him gehet ðæt he moste ðes londes brucan ða hwile ðe he lifde , gif he hine wolde butan bysmore gehealdan . Ða onufan ðæt ymban oðer healf gear";singular
276;". Gif hit ðonne gebærige ðæt Æðelwyrd læng libbe ðone Eadric ðonne fo Æðelgifu to wið ðan ilcan gofole ðe hit hær beufan gecwedæn is hire dæg . Gif hit þonne geberige ðæt Æðelwyrd læng libbe ðone Eadric oððe Æðelgifu &amp; he ða unætnessa gebidan scel agefe man land &amp;";boc;"in yfter his dæge in mid him selfum for hine &amp; for ða ðe him land fram com . Ðisæs is Oda ærcebisscop gewita &amp; Byrhtere mæsse preost Cænwig mæsse preost Wealdred mæsse preost Sigefreð diacon Osweald diacon Freðegod diacon Sigered diacon Heared diacon Sired preost Byrhtmund Eadsige Eadelm Byrhtsige";singular
277;"&amp; Wulfsies preostes þæs scirigmannes &amp; Bryhtwaldes on Mæreweorðe &amp; ealra East Cantwarena &amp; West Cantwarena . &amp; hit wæs gecnæwe on Suþ Seaxan &amp; on West Seaxan &amp; on Middel Seaxan &amp; on East Seaxan þæt se arcebiscop mid his selfes aðe geahnode Gode &amp; Sancte Andrea mid þam";bocan;"on Cristes rode ða land þe Leofsunu him toteah . &amp; ðæne aþ nam Wulfsige se scirigman ða he nolde to ðæs cinges handa . &amp; þær wæs god eaca ten hundan mannan ðe þane að sealdan . Se fruma wæs þæt mon forstæl ænne wimman æt Ieceslea Ælfsige Byrhsiges";singular
278;"Æfter þam bæd Ælfsige ægiftes his mannes &amp; he hine agef &amp; forgeald him mid twam pundum . Þa bæd Byrhferð ealdormann Æþelstan hys wer for þam tembyrste . Þa cwæð Æðelstan þæt he næfde him to syllanne . Þa cleopode Eadweard Æðelstanes broðor &amp; cwæð , ic hæbbe Sunnanburges";boc;ðe uncre yldran me læfdon , Læt me þæt land to handa ic agife þinne wer ðam cynge . Þa cwæð Æðelstan þæt him leofre wære þæt hit to fyre oððe flode gewurde þonne he hit æfre gebide . Ða cwæð Eadweard , hit is wyrse þæt uncer naðor hit;singular
279;"swa he oðrum ær sceolde . Þa næfde he hwanon ne he hit Eadwearde his breðer geðafian nolde . Þa gesealde se cyng &amp; gebecte þæt land Æðelstane ealdormenn to hæbbenne &amp; to syllanne for life &amp; for legere þam him leofost wære . Æfter þam getidde þæt Ecgferð gebohte";boc;"&amp; land æt Æðelstane ealdormenn on cynges gewitnesse &amp; his witena swa his gemedo wæron hæfde &amp; breac oð his ende . Þa betæhte Ecgferð on halre tungan land &amp; boc on cynges gewitnesse Dunstane arcebisceope to mundgenne his lafe &amp; his bearne . Þa he geendod wæs þa rad";singular
280;"&amp; to syllanne for life &amp; for legere þam him leofost wære . Æfter þam getidde þæt Ecgferð gebohte boc &amp; land æt Æðelstane ealdormenn on cynges gewitnesse &amp; his witena swa his gemedo wæron hæfde &amp; breac oð his ende . Þa betæhte Ecgferð on halre tungan land &amp;";boc;"on cynges gewitnesse Dunstane arcebisceope to mundgenne his lafe &amp; his bearne . Þa he geendod wæs þa rad se bisceop to þam cynge myngude þære munde &amp; his gewitnesse . Þa cwæð se cyng him to andsware , mine witan habbað ætrecð Ecgferðe ealle his are þurh þæt swyrd";singular
281;"Wulfstanes Arcebisceopes &amp; be ealra þæra witena þe ða on Englalande lifes wæron mid ten pundan reodes goldes &amp; hwites seolfres unforboden &amp; unbesacan to geofene &amp; to syllanne ær dæge &amp; æfter dæge sibban oððe fremdan þær him leofost wære . &amp; Se cyng het þone arcebisceop Wulfstan þærto";boc;"settan &amp; Æþelstane bisceope boc &amp; land betæcan unnendere heortan . Þa æfter þysan manegum gearum soc Wulfstan &amp; his sunu Wulfric on sum þæt land þa ferde se bisceop to sciregemote to Wigeranceastre &amp; draf þær his spræce . Þa sealde Leofwine ealdorman &amp; Hacun &amp; Leofric &amp; eal";singular
282;"þæra witena þe ða on Englalande lifes wæron mid ten pundan reodes goldes &amp; hwites seolfres unforboden &amp; unbesacan to geofene &amp; to syllanne ær dæge &amp; æfter dæge sibban oððe fremdan þær him leofost wære . &amp; Se cyng het þone arcebisceop Wulfstan þærto boc settan &amp; Æþelstane bisceope";boc;"&amp; land betæcan unnendere heortan . Þa æfter þysan manegum gearum soc Wulfstan &amp; his sunu Wulfric on sum þæt land þa ferde se bisceop to sciregemote to Wigeranceastre &amp; draf þær his spræce . Þa sealde Leofwine ealdorman &amp; Hacun &amp; Leofric &amp; eal seo scir his land clæne";singular
283;", gewunnenum sige , to wuldre him sylfum &amp; his halgum þegnum , þam ðe he alysde . Nelle we secgan na swiðor be þisum , buton þæt se Israhel , þe we embe spræcon , mislice ferde , oð þæt hi fengon to ciningum , swa swa on Cininga";Bocum;"ys full cuð be ðam . Ða Romaniscan leoda wæron eac lange eal swa buton cynegum , ær þam ðe cristendom wære , &amp; hæfdon him consulas , þæt we cweðað rædboran . Se consul sceolde him eallum wisian &amp; beon heora yldost to anes geares fyrste ; feng þonne";
284;"spræca &amp; aras on morgen &amp; getimbrode an weofod æt þam munte nyþeweardan &amp; twelf meara on twelf Israhela mægþum . Moyses sende cnihtas þæt offrodon twelf cealfas . &amp; Moyses nam healf þæt blod &amp; dyde on geryde orcas &amp; get þæt oþær uppan þæt weofod &amp; rædde his";boc;"þam folce ; &amp; hi cwædon we doð ealle þa þingc þe Drihten bebead &amp; beoð gehyrsume . &amp; he nam þæt blod &amp; sprengcde þæt folc &amp; cwæð : þis is þære treowðe blod þe Drihten eow behet be allon þison spræcon . Moyses &amp; Aaron Nadab &amp; Abiu";singular
285;"wið heora orfe . Þa comon hi eft to him on þam æftran geare &amp; cwædon , Ne hele we þe hlauord þæt we nabbað naðer ne feoh ne orf &amp; þu sylf wast . Ic ÆLFRED geofendum Criste mid cynehades mærnysse geweorðod , habbe gearolice ongyten &amp; þurh haligra";boca;"gesægene oft gehyred , þætte us , þam þe God swa micle heanesse worldgeþingða forgifen hafað , is seo mæste ðearf , þæt we hwilon ure mod betwix þas eorþlican ymbhigdo geleoðigen &amp; gebigen to ðam godcundan &amp; þam gastlican rihte . &amp; forþan ic sohte &amp; wilnade to minum";plural
286;"þe God swa micle heanesse worldgeþingða forgifen hafað , is seo mæste ðearf , þæt we hwilon ure mod betwix þas eorþlican ymbhigdo geleoðigen &amp; gebigen to ðam godcundan &amp; þam gastlican rihte . &amp; forþan ic sohte &amp; wilnade to minum getreowum freondum , þæt hi me of Godes";bocum;"be haligra manna þeawum &amp; wundrum awriten þas æfterfylgendan lare , þæt ic þurh þa mynegunge &amp; lufe gescyrped on minum mode betwih þas eorðlican gedrefednesse hwilum gehicge þa heofonlican . Forþon nu æt ærestan we magon gehyran , hu se eadega &amp; se apostolica papa Sanctus Gregorius spræc to";plural
287;", þæt us eallum cuþ is , þæt Marcus &amp; Lucas writon þæt godspel nalæs þæt hi hit gesawon , ac hi hit geleornodon , swa hi hit gehyrdon of Petres muðe &amp; of Paules þæra apostola . Swa ic eac wille animan &amp; ateon fram þam , þe þas";boc;"rædað , þone intingan ælcre tweonge æt ælcum þæra spella , þe ic write , &amp; ic þæt gecyþe , æt hwilcum ordfruman ic geacsode , þa þe ic secge . Ic wille , Petrus , þæt þu wite , þæt ic nime in sumum þæt andgyt an &amp; in";singular
288;"tacnu , þæt is þonne witodlice mægenes &amp; eadmodnysse : gif hit swa gelimpeð , þæt heora ægþer fullfremedlice in anes mannes mod tosamne becumað , þonne byð hit openlice gecyþed , þæt hi of andweardnysse haliges gastes cyðnesse secgað . Swa swa hit witodlice nis nahwær geræd ne on";bocum;"gesægd be Iohanne þam fulluhtre , þæt he ænigne lichamlicne lareow hæfde , ne seo soðfæstnys , þæt is Crist sylf , se mid lichamlicre andweardnysse his apostolas lærde . &amp; swa þeh Iohannem ðone fulluhtre he ne getealde to his þegnum , þe he sylf lichamlice gelærde , ac";plural
289;"arwyrðan weres wundrum Benedictes . Ac ic geseo , þæt þeos andwearde tid þyses dæges ne mæg us genihtsumian ne gelæstan to þysum bysenum . Ac eft we sprecað þis freolicor &amp; bealdlicor , gif we nimað oþerne fruman foreweardre bec þissera æfterfylgendra spella . Nu is geendod seo forme";boc;"heora twegra gespræces Gregories þæs papan &amp; Petres his diacones , &amp; her on þysan oþran leafe onginð seo æftere boc heora gespræces be manigfealdum wundrum þæs æadigan weres &amp; þæs æfæstan abbudes Sancte Benedictes . Her yrneð up se æftra stream þære godcundan spræce , se cymð of þære";singular
290;"to þysum bysenum . Ac eft we sprecað þis freolicor &amp; bealdlicor , gif we nimað oþerne fruman foreweardre bec þissera æfterfylgendra spella . Nu is geendod seo forme boc heora twegra gespræces Gregories þæs papan &amp; Petres his diacones , &amp; her on þysan oþran leafe onginð seo æftere";boc;"heora gespræces be manigfealdum wundrum þæs æadigan weres &amp; þæs æfæstan abbudes Sancte Benedictes . Her yrneð up se æftra stream þære godcundan spræce , se cymð of þære rynelan þæs gastlican æsprynges &amp; þam halgan gaste forgeofendum gæþ þurh þa ofergyldan weoloras þæs eadigan &amp; þæs apostolican weres Sancte";singular
291;"ðam neorxnawanglican wylle , þe þurh þone gyldenan muþ forð aarn þæs halgan papan &amp; biscopes Sancte Gregories , þone Romane for þæra fægran worda gyfe Os Avrevm nemniað . On þam flode he wæs sprecende be haligra manna wundrum &amp; þeawum , swa he ær dyde on þam ærrum";bocum;", &amp; þus wæs cweþende : Nu ic þus swiðe behealde þa neahfædras , þe mid us wæron , maran &amp; geþungenran manna dæda ic forlet , swa þæt me þynceþ of gemynde beon Paulines wundor Nolane burge biscopes , se manige mæn þara , þe ic gemunde , ægþer";plural
